,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,56.25958385467529,0.8016688055588113,7.701677036285401,0.30713745736535814,1,0.001,"{'C': 1, 'gamma': 0.001}",0.8547486033519553,0.7970149253731343,0.7634069400630915,0.7975077881619937,0.7884057971014493,0.8002193366398251,0.029953519230457224,3,0.8133535660091047,0.8180462341536167,0.8248712288447387,0.8191881918819188,0.8189331329827197,0.8188784707744198,0.003666858461125186
1,54.79016122817993,1.0447997101804478,6.822653770446777,0.5294355291676367,1,0.01,"{'C': 1, 'gamma': 0.01}",0.8268156424581006,0.7134328358208956,0.7066246056782335,0.7414330218068536,0.7710144927536232,0.7518659167825135,0.04385807034273135,9,0.8823975720789075,0.8821774794929157,0.88373804267844,0.8752767527675277,0.8805409466566492,0.880826158734888,0.002954715834380778
2,238.50331754684447,3.080305027563642,11.28742847442627,0.3037797369908423,1,0.1,"{'C': 1, 'gamma': 0.1}",0.4692737430167598,0.39104477611940297,0.3785488958990536,0.46417445482866043,0.45217391304347826,0.43104306959229544,0.03837008247486435,17,0.9931714719271624,0.994034302759135,0.9941133186166299,0.9940959409594096,0.9939894815927873,0.9938809031710247,0.00035745533619242954
3,60.88112545013428,1.6708819490032583,7.13307147026062,0.7958898986081339,1.5,0.001,"{'C': 1.5, 'gamma': 0.001}",0.8575418994413407,0.7940298507462686,0.7665615141955836,0.794392523364486,0.7913043478260869,0.8007684894558593,0.030230196697954875,1,0.8148710166919575,0.8217747949291574,0.8263428991905813,0.818450184501845,0.8204357625845229,0.8203749315796127,0.0037835878638682484
4,52.293984985351564,0.7410643217205123,6.166587162017822,0.13086948874682192,1.5,0.01,"{'C': 1.5, 'gamma': 0.01}",0.8156424581005587,0.6985074626865672,0.6845425867507886,0.7320872274143302,0.7594202898550725,0.7380418782963155,0.046776656767696136,10,0.8922610015174507,0.8903803131991052,0.9006622516556292,0.8900369003690037,0.8933132982719759,0.893330753002633,0.0038587590132804312
5,215.69590129852295,1.7107310471868664,10.89734969139099,0.3945748819512265,1.5,0.1,"{'C': 1.5, 'gamma': 0.1}",0.44972067039106145,0.3611940298507463,0.3501577287066246,0.42679127725856697,0.42318840579710143,0.4022107419488686,0.039226413032949776,18,0.9969650986342944,0.9962714392244594,0.9955849889624724,0.996309963099631,0.9962434259954921,0.9962749831832699,0.00043694012650930393
6,63.4307062625885,1.2846086546368638,8.183219575881958,0.2926570783723631,2,0.001,"{'C': 2, 'gamma': 0.001}",0.8575418994413407,0.8,0.7634069400630915,0.7881619937694704,0.7942028985507247,0.8006655126481019,0.0310547657421219,2,0.8186646433990895,0.8217747949291574,0.8307579102281089,0.8243542435424355,0.8256949661908339,0.824249311657925,0.0040441200694069845
7,53.37691493034363,0.40034353968924574,7.006183195114136,0.2353796618504453,2,0.01,"{'C': 2, 'gamma': 0.01}",0.8044692737430168,0.6985074626865672,0.6876971608832808,0.7258566978193146,0.7565217391304347,0.7346121278997979,0.04228927018424852,11,0.9028831562974203,0.8970917225950783,0.905813097866078,0.8966789667896679,0.8978211870773855,0.900057626125126,0.003642050465996571
8,215.18054451942444,14.3461076780788,9.87121868133545,0.5461617060784089,2,0.1,"{'C': 2, 'gamma': 0.1}",0.4329608938547486,0.34328358208955223,0.3312302839116719,0.40809968847352024,0.4,0.38311538246663734,0.03917336646304098,19,0.9984825493171472,0.9962714392244594,0.9955849889624724,0.9970479704797048,0.9969947407963937,0.9968763377560356,0.0009650778819337804
9,52.98745555877686,1.7559177182307828,7.204113149642945,0.7171969848271399,2.5,0.001,"{'C': 2.5, 'gamma': 0.001}",0.8575418994413407,0.8,0.7634069400630915,0.7912772585669782,0.7884057971014493,0.8001291981046129,0.031179758866786093,4,0.8216995447647951,0.8269947800149142,0.8322295805739515,0.8273062730627306,0.8256949661908339,0.8267850289214451,0.0033766616513074338
10,54.329833793640134,2.3670313084030856,7.053017091751099,0.27434201336478126,2.5,0.01,"{'C': 2.5, 'gamma': 0.01}",0.7905027932960894,0.6865671641791045,0.6782334384858044,0.7165109034267912,0.7507246376811594,0.7245091679069817,0.04168450844100876,12,0.9104704097116844,0.9023117076808352,0.9131714495952906,0.9055350553505535,0.9075882794891059,0.9078153803654938,0.003775672878446568
11,193.60249338150024,4.010195710705947,8.995999193191528,0.950718448727436,2.5,0.1,"{'C': 2.5, 'gamma': 0.1}",0.41620111731843573,0.3402985074626866,0.3249211356466877,0.3925233644859813,0.3884057971014493,0.3724705532277689,0.034247759462782155,20,0.9992412746585736,0.9985085756897838,0.9970566593083149,0.9985239852398524,0.9969947407963937,0.9980650471385836,0.000889185539431869
12,59.92541346549988,0.7747128979556094,7.684265565872193,0.3897371575219253,4,0.001,"{'C': 4, 'gamma': 0.001}",0.8547486033519553,0.7910447761194029,0.7634069400630915,0.7912772585669782,0.7971014492753623,0.7995181065170135,0.03000099523296397,6,0.8194233687405159,0.8322147651006712,0.8344370860927153,0.829520295202952,0.8354620586025545,0.8302115147478819,0.005767123280659213
13,46.81369037628174,2.435634564448151,5.370420169830322,0.3248655893816631,4,0.01,"{'C': 4, 'gamma': 0.01}",0.7681564245810056,0.6656716417910448,0.6529968454258676,0.7040498442367601,0.7333333333333333,0.7048428059865156,0.0425295444466181,13,0.9180576631259484,0.9172259507829977,0.9264164827078735,0.9239852398523986,0.9233658903080391,0.9218102453554515,0.0035627429024087626
14,198.7620582103729,1.233482239658428,9.229963874816894,0.3895347842720663,4,0.1,"{'C': 4, 'gamma': 0.1}",0.39106145251396646,0.3074626865671642,0.31545741324921134,0.3707165109034268,0.3565217391304348,0.34824406067056407,0.032078960915573836,21,1.0,0.9992542878448919,0.9977924944812362,1.0,0.9984973703981969,0.9991088305448651,0.0008621076458349676
15,49.358498859405515,1.9631973388405548,6.540852165222168,0.16314014649690162,5,0.001,"{'C': 5, 'gamma': 0.001}",0.8575418994413407,0.7880597014925373,0.7665615141955836,0.7881619937694704,0.8,0.8000672593330478,0.03069943005815013,5,0.8224582701062215,0.8351976137211037,0.8373804267844003,0.8317343173431734,0.836213373403456,0.832596800271671,0.00540852262909687
16,42.47991890907288,0.8515338249856106,5.53994140625,0.2987727445189838,5,0.01,"{'C': 5, 'gamma': 0.01}",0.7625698324022346,0.6597014925373135,0.6466876971608833,0.6822429906542056,0.7217391304347827,0.6945898571620284,0.042480980755877876,14,0.9279210925644916,0.9246830723340791,0.9352465047829286,0.9321033210332104,0.932381667918858,0.9304671317267136,0.0037181347356245835
17,172.65308408737184,2.821376894416216,7.959660434722901,0.45870625731158454,5,0.1,"{'C': 5, 'gamma': 0.1}",0.37988826815642457,0.30149253731343284,0.29337539432176657,0.3613707165109034,0.3536231884057971,0.33795029063773746,0.03426141078169427,22,1.0,0.9992542878448919,1.0,1.0,0.9992486851990984,0.9997005946087981,0.00036669949738876647
18,57.12441873550415,1.3643006687285462,7.820429468154908,0.10414265360807493,8,0.001,"{'C': 8, 'gamma': 0.001}",0.8547486033519553,0.7731343283582089,0.7665615141955836,0.7881619937694704,0.8,0.7965230023507429,0.031360555626881,7,0.8262518968133535,0.8396718866517524,0.8410596026490066,0.8405904059040591,0.8392186326070623,0.8373584849250468,0.005591276456266982
19,48.33457202911377,0.7349538968420652,5.971048736572266,0.06995074542853416,8,0.01,"{'C': 8, 'gamma': 0.01}",0.7513966480446927,0.6507462686567164,0.6309148264984227,0.6635514018691588,0.7217391304347827,0.6836713677081013,0.04540567526870444,15,0.9438543247344461,0.9366144668158091,0.9521707137601177,0.940959409594096,0.9474079639368895,0.9442013757682716,0.0053288747828962426
20,178.96941814422607,1.6842835077512273,7.736502695083618,0.3285451368362351,8,0.1,"{'C': 8, 'gamma': 0.1}",0.3575418994413408,0.28955223880597014,0.28391167192429023,0.3582554517133956,0.3333333333333333,0.32451882339856025,0.03218086871202824,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0
21,49.620717191696166,4.731679581876922,7.60700945854187,0.251001303581611,10,0.001,"{'C': 10, 'gamma': 0.001}",0.8575418994413407,0.7671641791044777,0.7634069400630915,0.7912772585669782,0.8,0.795879676829119,0.03382313690132099,8,0.830804248861912,0.8471290082028337,0.8432671081677704,0.8413284132841329,0.8407212622088656,0.8406500081451028,0.005407974497231418
22,49.56444582939148,1.4190725520300962,5.863770008087158,0.25874291797883103,10,0.01,"{'C': 10, 'gamma': 0.01}",0.7346368715083799,0.6507462686567164,0.6214511041009464,0.660436137071651,0.7130434782608696,0.6760644084513692,0.04163219438432878,16,0.9484066767830045,0.9425801640566741,0.9558498896247241,0.9476014760147602,0.9571750563486101,0.9503226525655546,0.005450278533145769
23,195.9838566303253,3.1364784141099293,7.97987642288208,2.0844287922366984,10,0.1,"{'C': 10, 'gamma': 0.1}",0.3547486033519553,0.29253731343283584,0.2807570977917981,0.34890965732087226,0.32463768115942027,0.32031839783190397,0.029524542695174915,24,1.0,1.0,1.0,1.0,1.0,1.0,0.0
