,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_features_to_select,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,123.73507432937622,25.540768358363515,0.009808015823364259,0.0016013328260289573,10,{'n_features_to_select': 10},0.37514654161781946,0.35214723926380365,0.3238973008558262,0.34914361001317523,0.3555555555555555,0.3511792765885837,0.016388887053046045,9,0.3378276018785032,0.34830263358197594,0.3741236456341619,0.3718576558929154,0.34998467667790384,0.35641924273309206,0.014175489953249569
1,119.19368195533752,24.752006007861382,0.01060938835144043,0.0027295756968015203,20,{'n_features_to_select': 20},0.41633728590250324,0.388121546961326,0.35581061692969873,0.36838390966831336,0.401685393258427,0.38606934110264907,0.021874994704012562,8,0.38245915735167674,0.3849043715846995,0.4075829383886256,0.394140216253924,0.39729681664591854,0.3932767000449689,0.00904091330609588
2,114.71488533020019,24.057762420535628,0.01120896339416504,0.001166351480918053,30,{'n_features_to_select': 30},0.4242424242424242,0.4081931236283833,0.36485480268056586,0.38421444527177956,0.41577060931899634,0.39945673073740606,0.021846526298104837,7,0.39393405043202256,0.40843023255813954,0.41744772891131937,0.41270417422867517,0.4093396570594673,0.4083711686379248,0.00788074519708086
3,106.44281692504883,22.52263306711415,0.012810039520263671,0.0023173892121835364,40,{'n_features_to_select': 40},0.4350828729281768,0.4131868131868132,0.3755656108597285,0.39730134932533734,0.4312865497076024,0.4104859825933096,0.022082312826345898,6,0.4012356896238416,0.41509433962264153,0.42529789184234645,0.4201064024949551,0.4167899408284023,0.4157048528824374,0.008028784007214936
4,95.16829876899719,20.299960381548438,0.012531709671020509,0.0017151276553179387,50,{'n_features_to_select': 50},0.4433497536945813,0.4127218934911242,0.3765243902439024,0.400904295403165,0.43140132061628766,0.41298181238382875,0.02339455210985772,2,0.4035119809767697,0.4160530191458027,0.42952522255192876,0.42376017764618806,0.4159851301115242,0.41776710608644274,0.008757766083241225
5,80.30443468093873,17.584563280930766,0.012610435485839844,0.001357816159279568,60,{'n_features_to_select': 60},0.4416491963661775,0.41194029850746267,0.380292532717475,0.40634441087613293,0.4303610906411201,0.4141187534588762,0.02112394920493645,1,0.40513290559120074,0.41869089560541445,0.43186895011169024,0.42592592592592593,0.4187954503076637,0.4200828255083791,0.00894594282282804
6,62.51790370941162,14.080649881589924,0.014211177825927734,0.002137155561370925,70,{'n_features_to_select': 70},0.44460028050490885,0.40868263473053895,0.37920489296636084,0.40121120363361085,0.4277286135693215,0.4122869379273744,0.022417381010984946,5,0.40505401941036445,0.4200557103064067,0.4322712874976709,0.42679992596705535,0.41850055949272663,0.4205363005348448,0.009176264598935762
7,36.776411819458005,8.245963747642529,0.014812088012695313,0.0014691397153966462,80,{'n_features_to_select': 80},0.44366689993002106,0.4098728496634256,0.38073394495412843,0.40030211480362543,0.4285714285714285,0.41263083922188554,0.021883137310139997,3,0.4049057294526817,0.4205833178524987,0.4324022346368715,0.42653325921808416,0.41954130151034874,0.42079316853409693,0.00918412745728609
8,8.10719542503357,1.707131682113061,0.013209772109985352,0.003252080071661687,90,{'n_features_to_select': 90},0.44460028050490885,0.4074906367041199,0.38102524866105586,0.40211640211640215,0.42647058823529405,0.4123419800119341,0.0216752476052569,4,0.4049057294526817,0.4211699164345404,0.4325130499627144,0.4264542423119674,0.41993281075028,0.4209951497824368,0.009192304063272523
